0.67	0.33	0.87	1	Lisa M. G. Brown compared to Lisa Gottesfeld Brown
0.0	0.11	0.49	0	Emmanuel Letier compared to M. A. Ramadan
0.0	0.05	0.57	0	Chih-Ming Tsai compared to Hui-Jen Yang
0.5	0.53	0.79	1	Stefano Boccaletti compared to S. Boccaletti
1.0	0.81	0.99	1	Dimitrios A. Karras compared to Dimitris A. Karras
0.67	0.63	0.88	1	Ray S. Tuminaro compared to Raymond S. Tuminaro
0.67	1.0	1.0	1	Nadine Le Fort-Piat compared to Nadine Lefort-Piat
0.0	0.0	0.0	0	Muhammad Younus compared to Oliver Frölich
0.0	0.0	0.53	0	Hirokatsu Shirahama compared to Peter Hallschmid
1.0	0.5	0.87	1	Pedro Sampaio compared to Pedro R. Falcone Sampaio
0.0	0.0	0.41	0	Hitoshi Iwata compared to Bin Peng
0.0	0.0	0.56	0	Nabendu Chaki compared to Yongliang Guo
0.0	0.0	0.36	0	Takeshi Matsumoto compared to Peter Wendorff
0.5	0.5	0.87	1	Danny Hughes compared to Daniel Hughes
0.5	0.78	0.96	1	Jiqiang Lv compared to Jiqiang Lu
0.0	0.0	0.0	0	Yijun Sun compared to Marta Kozak
0.5	0.78	0.96	1	Jiqiang Lv compared to Jiqiang Lu
0.0	0.12	0.52	0	Yanbing Li compared to Jianguo Zhang
0.5	0.64	0.87	1	E. Lavretsky compared to Eugene Lavretsky
0.0	0.04	0.39	0	Dante Augusto Couto Barone compared to Ziv Baida
0.0	0.0	0.42	0	Ian C. Wong compared to Olivier Gauwin
0.0	0.03	0.44	0	Hanhua Feng compared to Pedro Javier Navarro Lorente
0.0	0.0	0.39	0	Kamal Taha compared to Marcello Sanguineti
0.0	0.0	0.28	0	Leslie James compared to Artur Caetano
0.0	0.0	0.49	0	Guangdeng Liao compared to Maria Normark
0.0	0.0	0.54	0	Gordon Graham compared to Randall Landry
0.5	0.0	0.47	0	U. Helmert compared to Ching-Hung Yeh
0.0	0.0	0.45	0	Rubén Trapero compared to Hiroshi Niitsu
0.0	0.0	0.56	0	Bryan S. Biehl compared to Timo Saarinen
0.0	0.0	0.43	0	Tony Dean compared to Muhammad Younus
0.0	0.04	0.59	0	Gitanjali Yadav compared to Vaiva Kalnikaité
1.0	0.5	0.92	1	Geoffrey Charles Fox compared to Geoffrey Fox
0.0	0.05	0.56	0	Mo-Che Chan compared to Christian Endisch
0.0	0.0	0.45	0	Subramanian Venkataraman compared to Parastoo Sadeghi
0.5	0.15	0.58	0	Jyh-Jone Lee compared to I. Eisele
0.0	0.0	0.39	0	Ernesto Montaldo compared to Lianwen Jin
0.0	0.0	0.49	0	Jen-Cheng Chen compared to Arndt Faulhaber
0.0	0.08	0.65	0	Jagadeesh M. Dyaberi compared to Dean Rehberger
0.0	0.05	0.56	0	Chan Vee Chong compared to Zhiliang Bao
0.5	0.64	0.91	1	Alex Aussem compared to Alexandre Aussem
0.0	0.03	0.53	0	Theodoros K. Dikaliotis compared to Hugh W. Holbrook
0.0	0.0	0.38	0	Fabio Dovis compared to Alexander Hinneburg
0.0	0.06	0.54	0	Gernot Kubin compared to Cem Ergün
0.0	0.0	0.54	0	Pedro Villar compared to Pramode Ranjan Bhattacharjee
0.0	0.0	0.57	0	Jacob Nielsen compared to Bong Gyou Lee
1.0	0.7	0.98	1	Ian Jermyn compared to Ian H. Jermyn
0.67	0.05	0.59	0	Woong-Jae Won compared to Guang-yao Jin
0.0	0.04	0.48	0	Gabriel Aparício compared to K. Sam Shanmugan
0.0	0.05	0.61	0	Michal Smialek compared to Chuanzhen Li
1.0	0.77	0.98	1	Vinhthuy T. Phan compared to Vinhthuy Phan
0.0	0.0	0.38	0	Ilaria Giannoccaro compared to Thomas Wedel
0.0	0.0	0.48	0	CuiXia Ma compared to Gérard Sabah
0.0	0.06	0.42	0	R. Schneider compared to Nory B. Jones
0.0	0.0	0.44	0	Matthew S. Eastin compared to Jannik Laval
0.0	0.06	0.62	0	Fjodor Ruzic compared to Hong-Ru Li
1.0	0.63	0.93	1	Daniel Curiac compared to Daniel-Ioan Curiac
1.0	0.79	0.97	1	Francisco Reverbel compared to Francisco C. R. Reverbel
0.33	0.23	0.71	1	Hing-Fung Ting compared to H. F. Ting
0.5	0.4	0.88	1	Jim Horning compared to James J. Horning
0.0	0.0	0.4	0	Eva Jaho compared to Markus Nüttgens
0.0	0.0	0.39	0	Sudheer Sahu compared to David Aspinall
0.0	0.0	0.47	0	George Kousiouris compared to Simon Petit-Renaud
0.0	0.0	0.45	0	Gaspar S. Dias compared to Marco Vervoort
0.0	0.0	0.41	0	Jibin Fu compared to Myra B. Cohen
0.0	0.0	0.57	0	Martin Ehler compared to Karmele López de Ipiña
0.0	0.04	0.49	0	Chang-Ming Chen compared to Ronald G. Dreslinski
0.0	0.05	0.4	0	Kyunghun Jung compared to Lang Stuiver
1.0	0.69	0.88	1	Geunbae Lee compared to Gary Geunbae Lee
0.0	0.0	0.4	0	Sarfraz Khurshid compared to Nicolae Constantinescu
0.0	0.09	0.6	0	Pierre Larmande compared to Mark P. Brandon
0.0	0.0	0.46	0	Hongtao Zhang compared to Eren Kursun
0.0	0.0	0.63	0	James Malone compared to Anthony Scime
0.0	0.0	0.45	0	Hanns-Martin Teichert compared to Maher Ragheb Aburrous
0.0	0.0	0.52	0	Siegfried Hoener compared to Reza Sherafat Kazemzadeh
0.0	0.09	0.63	0	S. Chandra compared to Ewa Raj
0.25	0.16	0.53	1	Paulo Roberto Freire Cunha compared to P. R. F. Cunha
0.5	0.2	0.6	1	Ghazanfar Asadi compared to Hossein Asadi
1.0	0.84	0.97	1	Vincent John Mooney III compared to Vincent John Mooney
0.0	0.0	0.31	0	Minoru Ito compared to Carla González
1.0	0.94	0.98	1	Pantelis A. Asvestas compared to Pantelis Asvestas
0.75	0.5	0.88	1	Fábio M. Costa compared to Fábio Moreira Costa
0.0	0.0	0.36	0	Ilya Loshchilov compared to Marco Lanucara
0.0	0.0	0.44	0	Maryia Kazakevich compared to Gyoyong Sohn
1.0	0.73	0.98	1	Pingzhi Z. Fan compared to Pingzhi Fan
1.0	0.73	0.95	1	Cecilia Zanni-Merk compared to Cecilia Zanni
0.5	0.71	0.96	1	Christian Glasser compared to Christian Glaßer
0.0	0.0	0.4	0	N. Ahmady compared to Lukas Rosenthaler
0.0	0.0	0.44	0	Sasikumar Cherubal compared to Chunming Zhao
0.0	0.0	0.52	0	W. Abmayr compared to Daniele Codetta Raiteri
0.0	0.05	0.48	0	Concepción Maroto compared to Ameet Soni
0.0	0.0	0.39	0	Joo Kooi Tan compared to Catherine Dehollain
0.0	0.0	0.5	0	Chen Jie compared to Hongwu Yang
0.0	0.0	0.6	0	Imran A. Zualkernan compared to Onur Kaya
1.0	0.53	0.89	1	Adin Scannell compared to Adin Matthew Scannell
1.0	0.55	0.91	1	Santiago Meliá compared to Santiago Meliá Beigbeder
0.0	0.03	0.5	0	Nickolai Zeldovich compared to Rudolf J. Strijkers
0.0	0.05	0.41	0	Andrea Abba compared to Heejung Chang
0.0	0.0	0.44	0	Ninan Sajeeth Philip compared to Kyung-Ho Sohn
0.0	0.0	0.28	0	Candace A. Kamm compared to Werner Heise
1.0	0.75	0.97	1	Colin J. H. McDiarmid compared to Colin McDiarmid
0.0	0.0	0.4	0	Yayun Wan compared to Rui Carvalho Oliveira
1.0	1.0	1.0	1	Chingwei Yeh compared to Ching-Wei Yeh
1.0	0.56	0.92	1	Laure Berti-Equille compared to Laure Berti
1.0	0.67	0.92	1	Yih-Farn Robin Chen compared to Yih-Farn Chen
0.5	0.53	0.89	1	Ravindran Kannan compared to Ravi Kannan
0.0	0.0	0.49	0	Tateki Uchida compared to K. S. Dasgupta
0.0	0.0	0.43	0	Zahava Scherz compared to Joseph L. Hellerstein
0.0	0.0	0.27	0	Mika Ylianttila compared to James Rogers
0.67	0.56	0.93	1	Heitor Silvério Lopes compared to Heitor S. Lopes
0.0	0.0	0.54	0	Gianluca Setti compared to Bart Steyaert
0.0	0.0	0.51	0	Eric Sodomka compared to Yaxiong Zhang
0.0	0.0	0.55	0	Khalil Alipour compared to S. K. Padma
0.0	0.0	0.45	0	Joan Figueras compared to Ulrich Hasenkamp
0.0	0.05	0.4	0	Juri Kanevski compared to Yen-Jen Chang
0.0	0.05	0.28	0	Frank Kaufer compared to Wilhelm Haneke
0.0	0.0	0.53	0	Mojdeh Jalali Heravi compared to Enrique Frías-Martínez
0.0	0.0	0.42	0	Hiroyuki Wakabayashi compared to Santosh B. Noronha
0.0	0.0	0.41	0	Jörg Dörr compared to Valentin David
0.0	0.0	0.48	0	Yu-Chieh Chang compared to Andreas Kühn
0.0	0.0	0.54	0	B. Pradeep compared to Detlef Kochan
0.0	0.04	0.38	0	Gordon Fletcher compared to Enzo Mingozzi
0.0	0.0	0.49	0	J. Maurice Rojas compared to Toshio Baba
0.5	0.5	0.84	1	Paul McMullan compared to P. J. P. McMullan
0.0	0.0	0.39	0	Yueh-Ming Huang compared to Florian Holz
1.0	1.0	1.0	1	Lizhu Zhou compared to Li-Zhu Zhou
0.33	0.0	0.49	0	June M. Verner compared to Yen-Wei Huang
0.0	0.0	0.39	0	Jeen-Shing Wang compared to Paul Skalski
0.25	0.3	0.68	1	Márjory Cristiany Da Costa Abreu compared to Marjory C. C. Abreu
0.0	0.0	0.33	0	Jin Gou compared to Laura Alonso Alemany
0.0	0.03	0.55	0	Marie-Dominique Devignes compared to Michael Schubert
0.0	0.04	0.5	0	Pentti Huttunen compared to Kimberly Battle
0.0	0.0	0.51	0	Yuichi Idehara compared to Joris Walraevens
0.0	0.0	0.36	0	Gennady P. Agibalov compared to Michael Pecht
0.5	0.0	0.32	0	Guiwu Wei compared to Syed K. Islam
0.0	0.0	0.41	0	Radu Lupu compared to Donald E. Williams
1.0	0.67	0.97	1	John Hallam compared to John C. T. Hallam
0.0	0.0	0.45	0	J. Wauer compared to Ferruccio Damiani
1.0	0.8	0.99	1	Richard Crowder compared to Richard M. Crowder
0.5	1.0	1.0	1	Sangyong Han compared to Sang-Yong Han
0.0	0.05	0.29	0	Massih-Reza Amini compared to Pedro Real
0.5	0.09	0.0	1	Roy Ju compared to Dz-Ching Ju
0.6	0.4	0.86	1	Cláudio F. R. Geyer compared to Cláudio Fernando Resin Geyer
1.0	0.75	0.98	1	Ross A. Lippert compared to Ross Lippert
1.0	0.88	0.98	1	Stefanie Rinderle compared to Stefanie Rinderle-Ma
0.5	0.78	0.95	1	Matthias Bröcheler compared to Matthias Broecheler
1.0	0.59	0.92	1	Petia Radeva Ivanova compared to Petia Radeva
1.0	0.19	0.89	1	Pedro López compared to Pedro Juan López Rodríguez
0.0	0.04	0.48	0	Sebastian Lang compared to Gianni Borghesan
1.0	0.5	0.86	1	Amal Shehan Perera compared to Amal Perera
0.0	0.0	0.0	0	Daqing Gu compared to Jeffrey J. Johnson
0.0	0.0	0.49	0	C. M. Tam compared to Thomas Augustin
1.0	1.0	1.0	1	Petr Posik compared to Petr Posík
0.0	0.06	0.44	0	Mario E. Magaña compared to Irina Sens
0.33	0.21	0.48	1	Soumitra Kumar Nandy compared to S. K. Nandy
0.0	0.0	0.55	0	M. Bagavandas compared to Suprakash Datta
0.0	0.0	0.48	0	Kiriakos N. Kutulakos compared to Kamal Chaudhary
0.0	0.0	0.52	0	Takashi Miyaki compared to Marc García-Arnau
1.0	0.77	0.98	1	Ravi R. Mazumdar compared to Ravi Mazumdar
0.0	0.0	0.43	0	Romain Cavagna compared to Hartwig Baumgärtel
0.0	0.03	0.46	0	Mehmet Tankut Özgen compared to Jorge Dantas de Melo
0.0	0.0	0.52	0	Darryl Stewart compared to Pradipta De
0.0	0.0	0.3	0	Song Lai compared to Mahmoud Fawzy Wagdy
0.0	0.11	0.71	0	Frank Chiang compared to Fengyue Zhang
0.5	0.58	0.91	1	Benjamin Recht compared to Ben Recht
0.5	1.0	1.0	1	Ken-ichi Kanatani compared to Kenichi Kanatani
0.0	0.0	0.37	0	Rainer Koppler compared to Shusuke Okamoto
0.0	0.05	0.55	0	S. Saravanan compared to Takuya Sakamoto
1.0	0.8	0.99	1	Dimitrios I. Rigas compared to Dimitris I. Rigas
0.0	0.0	0.5	0	Bing Shen compared to Christophe Aubrun
0.0	0.12	0.53	0	Ioannis Konstantinou compared to Ramón Agustí
0.0	0.0	0.33	0	Tao Jin compared to Michael Halasz
1.0	0.56	0.92	1	Luis Entrena-Arrontes compared to Luis Entrena
0.5	1.0	1.0	1	Shensheng Zhang compared to Shen-sheng Zhang
0.5	1.0	1.0	1	Chang-jie Tang compared to Changjie Tang
0.0	0.0	0.53	0	Bixio Rimoldi compared to Wilfried Jouve
0.0	0.08	0.66	0	Myon-Woong Park compared to Martin Udengaard
0.0	0.0	0.54	0	Sanqing Hu compared to Sergey I. Vinitsky
1.0	0.8	0.99	1	Richard Crowder compared to Richard M. Crowder
1.0	0.61	0.88	1	Marius-Calin Silaghi compared to Marius Silaghi
0.0	0.04	0.56	0	Lina Fatima Soualmia compared to Ilhwan Kim
0.0	0.0	0.46	0	Zhihong Yang compared to Takuro Sato
0.5	1.0	1.0	1	Shensheng Zhang compared to Shen-sheng Zhang
0.0	0.05	0.51	0	Halit Orhan compared to André Hinkenjann
0.0	0.0	0.5	0	Steve Legrand compared to Mateus Barcellos Costa
1.0	0.67	0.97	1	James B. D. Joshi compared to James Joshi
0.0	0.05	0.38	0	Lutz Herrmann compared to James A. Hutchby
0.0	0.0	0.29	0	Fahad A. Arshad compared to Zhenquan Li
0.5	1.0	1.0	1	Jongin Lim compared to Jong In Lim
0.0	0.0	0.0	0	M. J. Parker compared to Geb Thomas
0.0	0.05	0.57	0	Mingwang Zhang compared to Veena H. Bhat
0.67	0.4	0.83	1	John Ting-Yung Wen compared to John T. Wen
0.0	0.0	0.53	0	Frank Emmert-Streib compared to Alex R. Pinto
0.5	0.64	0.95	1	Dan Jurafsky compared to Daniel Jurafsky
0.0	0.04	0.51	0	Gérard Thia-Kime compared to Ching-Chien Chen
0.0	0.0	0.47	0	Andrew Liu compared to D. J. McTavish
0.0	0.0	0.54	0	Peta Mitchell compared to Paul Roy
0.0	0.0	0.56	0	Paul A. Booth compared to Hisashi Aomori
0.5	0.73	0.97	1	Wolfgang Woerndl compared to Wolfgang Wörndl
0.0	0.04	0.47	0	Hans-Peter Schaefer compared to Jérôme Renault
0.0	0.0	0.56	0	Seiki Kyan compared to Birgitta König-Ries
0.0	0.0	0.63	0	Jingke Li compared to Winfried Kalfa
0.67	0.58	0.87	1	C. M. Krishna compared to C. Mani Krishna
0.0	0.0	0.46	0	Chung-Shou Liao compared to Zbigniew W. Ras
0.0	0.0	0.35	0	Roman Samulyak compared to A. Lobo
1.0	0.59	0.92	1	Petia Radeva Ivanova compared to Petia Radeva
0.0	0.0	0.45	0	Enrica Duchi compared to Maris G. Martinsons
1.0	0.79	0.96	1	David Simplot-Ryl compared to David Simplot
0.0	0.0	0.46	0	Guoxing Zhan compared to Yuji Oie
0.0	0.03	0.51	0	Luis Leopoldo Perez compared to Eva Gómez-Ballester
0.0	0.0	0.51	0	J. M. Lemos compared to Lisane B. de Brisolara
0.0	0.0	0.5	0	Pedro Real compared to Gabriel Yik Keung
1.0	0.7	0.94	1	Guillermo Palacios Navarro compared to Guillermo Palacios
0.0	0.0	0.53	0	Zifei Zhong compared to Mehmet Tankut Özgen
1.0	0.93	0.99	1	Gaurav Sukhatme compared to Gaurav S. Sukhatme
0.0	0.0	0.28	0	Kaustubh R. Joshi compared to Cyndi Rader
0.5	0.71	0.97	1	Giulio Iacucci compared to Giulio Jacucci
0.0	0.0	0.42	0	Jiang Zhu compared to Daniel Savarese
0.0	0.0	0.37	0	John Phelps compared to Pattarasinee Bhattarakosol
0.0	0.0	0.51	0	Chao Lv compared to Scott E. Page
0.0	0.0	0.41	0	John W. McCormick compared to Susan Harkness Regli
1.0	0.52	0.89	1	Jaelson Brelaz de Castro compared to Jaelson Castro
0.67	0.18	0.88	1	Carlos M. Travieso compared to Carlos Manuel Travieso-González
0.0	0.06	0.63	0	Daniele Marini compared to Lan Shen
0.0	0.04	0.67	0	Marcel-Catalin Rosu compared to Carla Diana
0.67	0.47	0.9	1	Yoan José Pinzón Ardila compared to Yoan J. Pinzon
1.0	0.69	0.88	1	Geunbae Lee compared to Gary Geunbae Lee
1.0	0.71	0.95	1	Andrés Marzal-Varó compared to Andrés Marzal
0.5	0.72	0.9	1	Marinus J. Plasmeijer compared to Rinus Plasmeijer
0.5	0.42	0.6	1	K. Vidyasankar compared to Krishnamurthy Vidyasankar
0.0	0.0	0.41	0	Piotr Micek compared to Roger Orpwood
0.0	0.0	0.28	0	Koen Eneman compared to Walter G. Olthoff
0.67	0.5	0.8	1	F. Javier Luque compared to Francisco Javier Luque
0.0	0.0	0.44	0	R. Föhr compared to Patrick Gioia
0.0	0.0	0.47	0	Mark Hayden compared to Jang-Se Lee
1.0	0.74	0.95	1	José Antonio Gutiérrez compared to José Antonio Gutiérrez de Mesa
0.0	0.0	0.4	0	Jan B. F. van Erp compared to Peggy Israel
1.0	0.79	0.99	1	Robert D. Stevens compared to Robert Stevens
0.0	0.0	0.49	0	Iñaki Tuñón compared to Thomas W. Christopher
0.0	0.0	0.34	0	M. Ferro compared to Karen Seidel
0.0	0.06	0.33	0	Anne Marie Knott compared to Ken Ohta
0.0	0.0	0.53	0	Genaína Nunes Rodrigues compared to Franz Josef Radermacher
0.5	0.19	0.66	1	Kunhiraman Nair compared to K. P. K. Nair
0.67	0.13	0.68	1	Ching Yuh Jan compared to Gene Eu Jan
1.0	0.22	0.88	1	Mauricio Osorio compared to Mauricio Javier Osorio Galindo
1.0	0.75	0.98	1	Olivier H. Roux compared to Olivier Roux
0.0	0.11	0.57	0	Xuanping Cai compared to Andreas Mang
0.0	0.0	0.46	0	Sewoong Oh compared to Marlène Villanova-Oliver
0.0	0.06	0.54	0	Tongdan Jin compared to Yu-Te Huang
1.0	0.79	0.99	1	Ernst W. Biersack compared to Ernst Biersack
0.0	0.0	0.48	0	Michael Lincoln compared to Gergei Bana
0.67	0.29	0.9	1	Angelika M. Kotz compared to Angelika Kotz Dittrich
0.0	0.0	0.57	0	Xiaoping Dai compared to Sandra L. Rodriguez-Zas
0.0	0.05	0.47	0	Kanchan G. Vardhe compared to Xuefeng Wang
0.0	0.0	0.47	0	Giuseppe Menga compared to Pia Maria Lo Re
0.0	0.05	0.49	0	Karin Hodnigg compared to Felix Heine
1.0	0.68	0.93	1	Patrick Drew McDaniel compared to Patrick McDaniel
1.0	0.8	0.95	1	Sorin Cotofana compared to Sorin Dan Cotofana
1.0	0.79	0.97	1	Francisco Reverbel compared to Francisco C. R. Reverbel
0.5	0.64	0.94	1	Ralf Koetter compared to Ralf Kötter
1.0	0.56	0.92	1	Malika Smaïl-Tabbone compared to Malika Smaïl
0.0	0.0	0.58	0	Noel Menezes compared to Frank Emmert-Streib
0.0	0.0	0.4	0	Atef T. Massoud compared to Robert C. Rees
1.0	0.77	0.97	1	Gianni A. Di Caro compared to Gianni Di Caro
1.0	1.0	1.0	1	Ángel Fernando Kuri Morales compared to Angel Fernando Kuri Morales
0.33	0.17	0.56	1	H. K. Lam compared to Hak-Keung Lam
0.0	0.05	0.55	0	Niels Charlier compared to I. Yücel Özbek
0.33	0.67	0.94	1	José Torres-Jiménez compared to Jose Torres-Jimenez
0.0	0.05	0.51	0	Allison B. Lewko compared to Ji-Seung Nam
0.5	0.78	0.96	1	Jiqiang Lv compared to Jiqiang Lu
0.33	0.17	0.56	1	H. K. Lam compared to Hak-Keung Lam
0.0	0.0	0.49	0	Akio Ushida compared to Robert Forchheimer
0.0	0.0	0.58	0	Nirup M. Menon compared to Kosin Chamnongthai
0.0	0.04	0.42	0	Janet Go compared to Azamatbek Mametjanov
1.0	0.45	0.8	1	Weigang Li compared to Li Weigang
0.0	0.0	0.51	0	Wei-yu Kevin Chiang compared to Pedro Sanches
0.0	0.06	0.5	0	Peter Lässig compared to Evaggelia-Aggeliki Karabassi
0.67	0.16	0.9	1	Katia P. Sycara compared to Katia Sycara-Cyranski
0.67	0.56	0.75	1	Ioannis B. Theocharis compared to J. B. Theocharis
0.0	0.06	0.52	0	Claudia Hattensperger compared to Edward K. Walters II
1.0	0.62	0.93	1	Roberto Paredes compared to Roberto Paredes Palacios
1.0	0.79	0.99	1	Michael A. Kozuch compared to Michael Kozuch
1.0	1.0	1.0	1	Zong-Duo Dai compared to Zongduo Dai
0.0	0.0	0.42	0	Mohammad Arjomand compared to Christian Leclère
0.0	0.0	0.57	0	Frank Hertel compared to Martin Rufli
1.0	0.8	0.95	1	Sorin Cotofana compared to Sorin Dan Cotofana
1.0	0.63	0.93	1	Hamid Mahmoodi compared to Hamid Mahmoodi-Meimand
0.0	0.05	0.38	0	Andrew Byrne compared to Biswajit Mondal
0.33	0.0	0.47	0	Jason D. Gans compared to Eugene D. Brooks III
0.0	0.0	0.37	0	Unni Narayanan compared to Claus Schneider
0.0	0.0	0.0	0	J. Hill compared to Andreas Weiss
0.0	0.0	0.36	0	Kunihiko Fukushima compared to Sabine Hauert
0.0	0.0	0.6	0	Benoît Libert compared to Bancha Burapattanasiri
0.67	0.53	0.89	1	Rafael M. Gasca compared to Rafael Martinez Gasca
0.67	0.63	0.88	1	Ray S. Tuminaro compared to Raymond S. Tuminaro
1.0	0.61	0.84	1	Sri Hastuti Kurniawan compared to Sri Kurniawan
0.75	0.72	0.94	1	José Luis Risco-Martín compared to José L. Risco-Martín
0.33	0.42	0.73	1	P. P. Chakrabarti compared to Partha Pratim Chakrabarti
0.0	0.0	0.44	0	Ottmar Krämer-Fuhrmann compared to Jürgen Koehl
0.33	0.0	0.4	0	Alistair C. Bruce compared to Ruth C. King
1.0	0.65	0.93	1	Martin Farach-Colton compared to Martin Farach
0.0	0.0	0.47	0	Mitsuru Tada compared to René J. Jorna
0.0	0.09	0.59	0	Andrew G. Parrent compared to Shawndra Hill
0.0	0.03	0.34	0	R. Carolina Medina Ramírez compared to Takeshi Ohguro
1.0	1.0	1.0	1	María M. Larrondo-Petrie compared to Maria M. Larrondo-Petrie
0.0	0.12	0.66	0	Manabu Oura compared to Thomas Fabry
0.0	0.0	0.51	0	Alexandre V. Garmonov compared to Reijer Grimbergen
0.0	0.0	0.6	0	Josep Díaz-Giménez compared to H. Iwai
0.0	0.0	0.47	0	Kevin Mobley compared to Fahiem Bacchus
0.5	1.0	1.0	1	Hyoukryeol Choi compared to Hyouk Ryeol Choi
0.0	0.06	0.53	0	Paola Bracchi compared to Jitao Sang
1.0	1.0	1.0	1	Mohammad Taghi Hajiaghayi compared to MohammadTaghi Hajiaghayi
0.0	0.0	0.52	0	S. R. Anderson compared to Chengyu Sun
0.67	0.68	0.94	1	Alessandra A. Macedo compared to Alessandra Alaniz Macedo
0.5	0.0	0.45	0	Feng-Hsiag Hsiao compared to Akira Hayakawa
0.0	0.0	0.52	0	Heung Ki Baik compared to Akira Osada
0.0	0.04	0.47	0	Mariusz Swiecicki compared to Jesus Caban
0.6	0.4	0.86	1	Cláudio F. R. Geyer compared to Cláudio Fernando Resin Geyer
1.0	0.8	0.94	1	Guenther Lackner compared to Günther Lackner
1.0	1.0	1.0	1	Mohammad Taghi Hajiaghayi compared to MohammadTaghi Hajiaghayi
0.0	0.0	0.46	0	Frithjof Kruggel compared to James J. Lu
0.0	0.0	0.54	0	Yanjun Yao compared to Bozena Wozna
0.0	0.0	0.32	0	Song Yu compared to Juan Manuel Sánchez
0.0	0.03	0.54	0	Oliver M. C. Williams compared to Clovis Seragiotto Jr.
0.0	0.0	0.41	0	Peter Donovan compared to Giorgio Maria Tosi-Beleffi
0.5	0.57	0.9	1	Jeffrey T. Draper compared to Jeff Draper
0.0	0.0	0.53	0	Hongjin Kim compared to Mitzi M. Montoya-Weiss
0.0	0.04	0.52	0	M. S. B. Sowariraj compared to Gregory R. Watson
1.0	0.3	0.74	1	Hoh Peter In compared to Hoh In
0.67	0.18	0.88	1	Carlos M. Travieso compared to Carlos Manuel Travieso-González
0.5	1.0	1.0	1	Jingyu Yang compared to Jing-Yu Yang
0.0	0.0	0.53	0	Jiong Luo compared to Min Han
1.0	0.7	0.94	1	Manuel Alfonseca compared to Manuel Alfonseca Moreno
0.67	0.53	0.93	1	Charlie Y. Shim compared to Charlie Yong-Sang Shim
0.67	0.5	0.94	1	Juan E. Tapiador compared to Juan M. Estévez-Tapiador
0.0	0.03	0.58	0	Nicander A. Kemper compared to Werner Fleischhammer
0.0	0.0	0.48	0	S. C. Chan compared to Juan Antonio Clemente
0.0	0.0	0.43	0	Dick De Jongh compared to Fernando Maciel Lima e Sousa
0.0	0.0	0.54	0	Michael Moreinis compared to Kristina Vuckovic
